1997-06-30,296600.0
1997-05-31,288700.0
1997-04-30,285000.0
1997-03-31,283000.0
1997-02-28,280300.0
1997-01-31,279000.0
1996-12-31,277300.0
1996-11-30,276400.0
1996-10-31,278200.0
1996-09-30,278500.0
1996-08-31,276700.0
1996-07-31,275800.0
1996-06-30,276700.0
1996-05-31,279100.0
1996-04-30,281600.0
